"Region Code","Timestamp (Hour Ending)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)","Total Generation (MWh)"
US48,"4/3/2019 7 a.m. EDT",44732,248,38109,7678,3529,139920,91917,86971,413513
US48,"4/3/2019 8 a.m. EDT",44057,1087,41809,7613,4140,150237,96984,86974,433305
US48,"4/3/2019 9 a.m. EDT",43148,3078,41164,7570,4520,149403,99724,86892,435975
US48,"4/3/2019 10 a.m. EDT",41210,6659,39550,7520,4129,145196,99552,86788,431054
US48,"4/3/2019 11 a.m. EDT",42279,13452,37232,7623,4208,138462,99217,86846,429861
US48,"4/3/2019 12 p.m. EDT",36756,18839,34433,7822,4102,131638,98836,86856,419798
US48,"4/3/2019 1 p.m. EDT",37211,21080,31327,7851,3856,127806,97091,86856,413631
US48,"4/3/2019 2 p.m. EDT",37891,22295,30689,7842,3885,126354,94642,86915,410948
US48,"4/3/2019 3 p.m. EDT",39504,22110,29890,7684,3927,124725,92272,86908,407532
US48,"4/3/2019 4 p.m. EDT",41320,21267,29093,7679,3970,125631,90403,86932,406723
US48,"4/3/2019 5 p.m. EDT",43477,20869,28998,7788,3631,126234,89291,87020,407941
US48,"4/3/2019 6 p.m. EDT",45313,17248,29712,7595,3530,128731,88938,86992,408632
US48,"4/3/2019 7 p.m. EDT",46496,14489,32183,7590,3438,130229,90235,87023,412251
US48,"4/3/2019 8 p.m. EDT",47565,10525,35186,7740,3449,133943,91705,87101,417844
US48,"4/3/2019 9 p.m. EDT",47623,4580,37965,7823,3733,138280,94601,87134,422270
US48,"4/3/2019 10 p.m. EDT",48444,762,38321,7716,3926,136621,95156,87222,418958
US48,"4/3/2019 11 p.m. EDT",48600,471,36578,7500,3443,130598,92715,87277,408474
US48,"4/4/2019 12 a.m. EDT",51015,410,33500,7528,2999,123378,87183,87032,394331
US48,"4/4/2019 1 a.m. EDT",46628,415,30887,7390,2743,114822,79252,87369,370858
US48,"4/4/2019 2 a.m. EDT",44214,329,26979,7282,2672,111564,76088,87421,357947
US48,"4/4/2019 3 a.m. EDT",43242,210,25312,7153,2690,108006,73647,87538,349192
US48,"4/4/2019 4 a.m. EDT",40719,198,23993,6962,2697,108580,74220,87520,346355
US48,"4/4/2019 5 a.m. EDT",38834,189,24452,7165,2697,110967,75728,87430,349136
US48,"4/4/2019 6 a.m. EDT",36630,187,30070,7330,2745,120055,79070,87341,365069
US48,"4/4/2019 7 a.m. EDT",36918,219,35809,7614,3060,134096,85042,87300,391612
US48,"4/4/2019 8 a.m. EDT",36004,882,38875,7794,3507,143553,92949,87339,412152
US48,"4/4/2019 9 a.m. EDT",35880,2676,39342,7800,3804,145897,97487,87383,421493
US48,"4/4/2019 10 a.m. EDT",34467,6004,40084,7758,4052,146441,97091,87476,424578
US48,"4/4/2019 11 a.m. EDT",32936,11948,38737,7670,4006,146878,94555,87473,425309
US48,"4/4/2019 12 p.m. EDT",32579,15815,35446,7236,4227,146558,95254,87510,425724
US48,"4/4/2019 1 p.m. EDT",31831,18585,33532,7720,3549,144236,93190,87457,421307
US48,"4/4/2019 2 p.m. EDT",30457,19490,32190,7659,3918,145257,92557,87454,420114
US48,"4/4/2019 3 p.m. EDT",27887,20590,31326,7697,4123,147918,93152,87508,421190
US48,"4/4/2019 4 p.m. EDT",25567,19756,30927,7753,4102,148958,93191,87545,418658
US48,"4/4/2019 5 p.m. EDT",23553,18801,31401,7760,4141,152753,93725,87615,420424
US48,"4/4/2019 6 p.m. EDT",21642,15799,33004,7234,4776,157239,96163,87600,423877
US48,"4/4/2019 7 p.m. EDT",21295,11045,35875,7823,4112,161787,96682,87576,426516
US48,"4/4/2019 8 p.m. EDT",21268,7589,39460,7432,4260,167404,99103,87606,434457
US48,"4/4/2019 9 p.m. EDT",21206,3834,41459,7466,4293,169217,100948,87632,436735
US48,"4/4/2019 10 p.m. EDT",22760,792,41520,7372,4213,165099,99786,87638,430164
US48,"4/4/2019 11 p.m. EDT",25728,552,38737,7179,3658,153995,96270,87690,414883
US48,"4/5/2019 12 a.m. EDT",26163,359,34824,6966,3115,139366,89918,87808,389989
US48,"4/5/2019 1 a.m. EDT",30879,228,30269,7372,2963,126125,85080,87895,372096
US48,"4/5/2019 2 a.m. EDT",31229,214,26684,7321,2924,118803,81308,87907,357514
US48,"4/5/2019 3 a.m. EDT",31228,226,24253,7259,2759,114459,77133,87951,346288
US48,"4/5/2019 4 a.m. EDT",31540,225,24374,7104,2649,112164,75216,87970,342154
US48,"4/5/2019 5 a.m. EDT",31714,229,23773,7224,2667,112493,76125,88067,343158
US48,"4/5/2019 6 a.m. EDT",31290,225,25885,7029,3456,119088,79178,88097,355101
US48,"4/5/2019 7 a.m. EDT",30718,221,32118,7377,3843,132475,84933,88102,380631
US48,"4/5/2019 8 a.m. EDT",29857,346,37187,8373,3650,143516,90920,88252,403023
US48,"4/5/2019 9 a.m. EDT",28069,725,39925,8442,4049,149830,95766,88365,416085
US48,"4/5/2019 10 a.m. EDT",25755,2828,42890,7545,5199,151858,98743,88362,424098
US48,"4/5/2019 11 a.m. EDT",21955,9632,41691,7702,5391,151816,100753,88332,428210
US48,"4/5/2019 12 p.m. EDT",21487,15165,39964,7715,5575,151056,99416,88277,429686
US48,"4/5/2019 1 p.m. EDT",23168,17079,38184,7760,5504,149167,97831,88321,428060
US48,"4/5/2019 2 p.m. EDT",26104,16807,36716,7795,5484,148796,96976,88380,428207
US48,"4/5/2019 3 p.m. EDT",28060,17327,35298,7626,5333,149724,96341,88497,429368
US48,"4/5/2019 4 p.m. EDT",29519,16786,34540,7201,5380,151491,95892,88598,430583
US48,"4/5/2019 5 p.m. EDT",31400,15703,34910,7237,4757,151428,95673,88650,430957
US48,"4/5/2019 6 p.m. EDT",33175,13797,34396,7243,4655,152264,95278,88677,430472
US48,"4/5/2019 7 p.m. EDT",34437,11561,35368,7181,4673,150599,95027,88690,428508
US48,"4/5/2019 8 p.m. EDT",36012,9998,35523,7084,4721,150951,94329,88540,428178
US48,"4/5/2019 9 p.m. EDT",36716,5171,38444,7745,3920,150541,94362,88441,426384
US48,"4/5/2019 10 p.m. EDT",38901,1005,38169,7191,3978,146884,94927,88360,420714
US48,"4/5/2019 11 p.m. EDT",42761,616,36970,6312,4026,136330,92156,88344,408858
US48,"4/6/2019 12 a.m. EDT",49487,508,35361,6568,2990,126921,83285,88349,394850
US48,"4/6/2019 1 a.m. EDT",45652,470,33107,6537,2742,116157,80890,87250,373971
US48,"4/6/2019 2 a.m. EDT",45243,350,31284,6411,2718,108342,77717,86471,360048
US48,"4/6/2019 3 a.m. EDT",44215,247,29644,6336,2726,104771,74228,85994,349539
US48,"4/6/2019 4 a.m. EDT",41196,249,27448,6352,2717,103510,73135,85201,341007
US48,"4/6/2019 5 a.m. EDT",37635,244,27428,6552,2693,103760,74946,85294,339428
US48,"4/6/2019 6 a.m. EDT",34826,237,28462,6627,2713,106097,77839,85431,343166
US48,"4/6/2019 7 a.m. EDT",33201,244,30575,6844,2764,110486,81069,85469,351527
US48,"4/6/2019 8 a.m. EDT",32562,461,32129,6947,3209,116096,83434,85573,361409
US48,"4/6/2019 9 a.m. EDT",31524,1377,34546,7413,3548,123044,86066,85550,373943
US48,"4/6/2019 10 a.m. EDT",32263,4439,36092,7940,3799,126389,87483,85551,384368
US48,"4/6/2019 11 a.m. EDT",31161,12484,35277,8109,3896,127297,87530,85530,391651
US48,"4/6/2019 12 p.m. EDT",31725,18247,33111,8064,3960,126438,83982,85540,391730
US48,"4/6/2019 1 p.m. EDT",31507,20464,32778,7306,4591,126864,82427,85663,392538
US48,"4/6/2019 2 p.m. EDT",31333,21401,32192,7437,4555,126528,81447,85563,391475
US48,"4/6/2019 3 p.m. EDT",31295,19812,31613,8103,3961,128744,81096,85529,391258
US48,"4/6/2019 4 p.m. EDT",32305,19026,30842,8092,3933,130937,81754,85566,393653
US48,"4/6/2019 5 p.m. EDT",33756,17146,30272,7927,3948,132417,83211,85626,395867
US48,"4/6/2019 6 p.m. EDT",33505,15374,32625,7994,3942,132495,84050,85745,397165
US48,"4/6/2019 7 p.m. EDT",33396,13824,35041,7974,3952,134211,83911,85914,399619
US48,"4/6/2019 8 p.m. EDT",34341,10425,37021,7953,3898,135321,84769,86074,400925
US48,"4/6/2019 9 p.m. EDT",35738,6412,38199,8070,3805,135896,84263,86199,400004
US48,"4/6/2019 10 p.m. EDT",40844,1055,40449,7886,3901,133817,83680,86361,399270
US48,"4/6/2019 11 p.m. EDT",43606,668,39994,7792,3726,127406,79884,86436,390941
US48,"4/7/2019 12 a.m. EDT",41125,477,36670,7839,3560,121735,81980,86006,380873
US48,"4/7/2019 1 a.m. EDT",43848,453,33281,7117,3388,111392,72619,86662,360419
US48,"4/7/2019 2 a.m. EDT",43768,428,30088,6698,3071,105050,69327,86507,346331
US48,"4/7/2019 3 a.m. EDT",42832,416,28390,6549,2832,98908,66803,86499,334740
US48,"4/7/2019 4 a.m. EDT",41705,89,28703,6537,2742,96902,65254,86514,329984
US48,"4/7/2019 5 a.m. EDT",39596,85,28169,6593,2705,97046,65557,86374,327774
US48,"4/7/2019 6 a.m. EDT",39520,81,28050,6766,2675,97409,66610,86262,328953
US48,"4/7/2019 7 a.m. EDT",37793,126,29831,6873,2742,100000,67753,86094,332567
US48,"4/7/2019 8 a.m. EDT",35603,717,31709,6919,2877,103803,69952,85995,338953
US48,"4/7/2019 9 a.m. EDT",33538,1847,33588,7012,2905,110435,72537,85831,348969
US48,"4/7/2019 10 a.m. EDT",32932,4696,35160,6355,3750,113461,76418,85681,359637
US48,"4/7/2019 11 a.m. EDT",32140,12874,34467,6464,3856,115708,77975,85632,370225
US48,"4/7/2019 12 p.m. EDT",31262,17534,32312,6494,3821,117178,79767,85560,375164
US48,"4/7/2019 1 p.m. EDT",31527,18435,32524,7053,4046,118695,79633,85435,378698
US48,"4/7/2019 2 p.m. EDT",33012,18913,32329,7136,3947,122039,79601,85439,383844
US48,"4/7/2019 3 p.m. EDT",35153,18763,31723,7656,3575,124876,78404,85410,387115
US48,"4/7/2019 4 p.m. EDT",37912,18889,31225,7950,3501,126524,77665,85387,390609
US48,"4/7/2019 5 p.m. EDT",40309,16898,32324,7725,3441,129940,77630,85427,395247
US48,"4/7/2019 6 p.m. EDT",39773,16408,33732,7792,3481,132368,79194,85648,399907
US48,"4/7/2019 7 p.m. EDT",40000,14486,35953,7800,3441,133919,81609,85706,404331
US48,"4/7/2019 8 p.m. EDT",38758,12010,39514,7589,3444,136987,84210,85884,409663
US48,"4/7/2019 9 p.m. EDT",36586,5640,43219,7657,3477,141209,87436,85702,412196
US48,"4/7/2019 10 p.m. EDT",36175,963,42975,7340,3618,142170,89580,85506,409462
US48,"4/7/2019 11 p.m. EDT",36448,539,40328,6990,3491,134631,87120,85363,396236
US48,"4/8/2019 12 a.m. EDT",35896,324,37201,6545,3279,126103,81461,85742,378042
US48,"4/8/2019 1 a.m. EDT",33336,287,34166,6440,2971,115965,77811,85136,357432
US48,"4/8/2019 2 a.m. EDT",25795,220,30227,6408,2726,109255,75809,85126,336788
US48,"4/8/2019 3 a.m. EDT",25642,157,28563,6357,2615,106022,71036,85315,326740
US48,"4/8/2019 4 a.m. EDT",25633,10,27618,6378,2615,104028,69623,85412,322370
US48,"4/8/2019 5 a.m. EDT",27002,17,27018,6544,2485,106134,70048,85660,325995
US48,"4/8/2019 6 a.m. EDT",27213,11,29043,6519,2583,113832,73908,85660,339846
US48,"4/8/2019 7 a.m. EDT",27769,53,32840,6997,2877,127214,81044,85830,365713
US48,"4/8/2019 8 a.m. EDT",27980,402,35360,7137,3312,138139,86924,85925,386032
US48,"4/8/2019 9 a.m. EDT",28770,1481,38622,7287,3783,142378,92669,86017,401790
US48,"4/8/2019 10 a.m. EDT",26399,5086,41744,7634,3565,146441,94890,85987,412497
US48,"4/8/2019 11 a.m. EDT",21555,12118,42562,7759,3757,150519,96224,85933,421216
US48,"4/8/2019 12 p.m. EDT",21905,17570,42673,7964,3701,152017,95473,85722,427787
US48,"4/8/2019 1 p.m. EDT",23363,20409,41562,8580,3536,155163,94488,85473,433641
US48,"4/8/2019 2 p.m. EDT",23173,20605,40941,8719,3808,158046,95994,85413,437677
US48,"4/8/2019 3 p.m. EDT",23241,20940,40580,8702,3830,162833,95921,85471,442260
US48,"4/8/2019 4 p.m. EDT",22653,19338,42201,8661,3723,166387,96323,85455,445603
US48,"4/8/2019 5 p.m. EDT",22475,17133,43309,8763,3797,170651,97034,85560,449772
US48,"4/8/2019 6 p.m. EDT",22264,15553,44569,8674,3733,173127,98133,85861,452629
US48,"4/8/2019 7 p.m. EDT",21489,13177,46236,7898,4475,174433,98193,86061,452621
US48,"4/8/2019 8 p.m. EDT",22665,9936,48300,7526,4486,176410,98926,86100,455062
US48,"4/8/2019 9 p.m. EDT",24906,4567,48161,7484,4633,176820,99221,86145,452756
US48,"4/8/2019 10 p.m. EDT",26512,726,46438,6821,4710,170979,98937,86151,442401
US48,"4/8/2019 11 p.m. EDT",28640,244,44568,7564,3790,153623,95550,86180,421784
US48,"4/9/2019 12 a.m. EDT",30238,229,41474,7035,3363,134808,87699,85486,391994
US48,"4/9/2019 1 a.m. EDT",32124,177,37014,7488,3169,122659,82408,86298,372904
US48,"4/9/2019 2 a.m. EDT",33192,28,32325,7165,2848,112124,76938,86184,352348
US48,"4/9/2019 3 a.m. EDT",33821,27,29668,7051,2663,106361,72270,86221,339626
US48,"4/9/2019 4 a.m. EDT",33860,29,30445,7025,2606,101667,68932,86284,332330
US48,"4/9/2019 5 a.m. EDT",33908,33,29919,7103,2615,103060,69127,86402,333398
US48,"4/9/2019 6 a.m. EDT",32430,28,32417,7471,2640,109298,73336,86543,345308
US48,"4/9/2019 7 a.m. EDT",31681,46,36475,7382,2783,122458,81479,86646,370056
US48,"4/9/2019 8 a.m. EDT",30308,350,39971,7466,3161,133580,89558,86519,391848
US48,"4/9/2019 9 a.m. EDT",30212,1027,42428,7645,3437,138565,94383,86651,405046
US48,"4/9/2019 10 a.m. EDT",29879,3797,43991,7951,3492,140688,95649,86843,412611
US48,"4/9/2019 11 a.m. EDT",26249,9962,44114,8269,3644,142254,97118,86895,418967
US48,"4/9/2019 12 p.m. EDT",27799,14856,42624,7553,4697,141857,95956,87015,423033
US48,"4/9/2019 1 p.m. EDT",31309,18164,39923,7492,4758,143695,94693,87060,427868
US48,"4/9/2019 2 p.m. EDT",34398,18625,39003,7607,4673,143977,95419,87124,431691
US48,"4/9/2019 3 p.m. EDT",38580,18886,37382,7409,4683,145275,95822,87202,436039
US48,"4/9/2019 4 p.m. EDT",41813,18172,38202,7549,4740,145331,95829,87278,439787
US48,"4/9/2019 5 p.m. EDT",44587,17921,38733,7543,4770,146625,95464,87513,444027
US48,"4/9/2019 6 p.m. EDT",47016,16578,40330,7549,4792,149567,92902,87361,447182
US48,"4/9/2019 7 p.m. EDT",47426,15097,42028,7490,4732,151892,93564,87178,450804
US48,"4/9/2019 8 p.m. EDT",48482,11847,43867,8297,3907,153175,94929,87160,452340
US48,"4/9/2019 9 p.m. EDT",49999,5857,46526,8216,3790,151336,95131,87180,448576
US48,"4/9/2019 10 p.m. EDT",53762,746,46321,7998,3851,144762,94759,87147,440211
US48,"4/9/2019 11 p.m. EDT",56205,106,44030,7980,3590,132420,89642,87176,422288
US48,"4/10/2019 12 a.m. EDT",59206,153,41160,7855,3313,118528,80420,86008,398051
US48,"4/10/2019 1 a.m. EDT",59803,101,37746,6991,2748,105851,73748,87123,375342
US48,"4/10/2019 2 a.m. EDT",59257,93,34636,6878,2361,95855,68115,87190,355812
US48,"4/10/2019 3 a.m. EDT",60133,75,32459,6746,2416,90897,63131,87181,344429
US48,"4/10/2019 4 a.m. EDT",59286,47,29474,6716,2342,90249,60870,87198,337752
US48,"4/10/2019 5 a.m. EDT",58656,44,28956,6714,2299,92384,60592,87316,338382
US48,"4/10/2019 6 a.m. EDT",56488,65,33180,7361,2597,99246,63788,87588,351798
US48,"4/10/2019 7 a.m. EDT",56057,140,37445,7450,3008,110232,71924,87658,375326
US48,"4/10/2019 8 a.m. EDT",57067,907,40201,7570,3069,117496,79413,87675,394770
US48,"4/10/2019 9 a.m. EDT",57952,2927,41826,7920,3255,118631,83008,87682,404427
US48,"4/10/2019 10 a.m. EDT",57753,7245,44296,8340,3209,119699,83954,87678,413166
US48,"4/10/2019 11 a.m. EDT",55479,15644,42954,8339,3199,120866,86714,87652,421906
US48,"4/10/2019 12 p.m. EDT",55029,20639,39495,8318,3301,121271,88182,87625,425102
US48,"4/10/2019 1 p.m. EDT",57604,22240,38474,8378,3390,122078,87217,87550,428463
US48,"4/10/2019 2 p.m. EDT",59427,22452,36879,8374,3466,126271,87592,87504,433719
US48,"4/10/2019 3 p.m. EDT",60754,22029,36897,8309,3691,130711,87499,87508,439219
US48,"4/10/2019 4 p.m. EDT",61545,22182,37218,8450,3851,135061,88085,87497,445479
US48,"4/10/2019 5 p.m. EDT",61487,21687,39489,8358,3839,139292,89579,87519,453079
US48,"4/10/2019 6 p.m. EDT",61146,19981,40836,8528,3954,141967,90952,87545,456706
US48,"4/10/2019 7 p.m. EDT",60545,16994,42973,8490,3942,143628,92463,87639,458404
US48,"4/10/2019 8 p.m. EDT",60241,13089,45824,8500,3985,144316,94683,87721,460175
US48,"4/10/2019 9 p.m. EDT",60622,6813,47716,7922,3927,143411,95338,87636,455202
US48,"4/10/2019 10 p.m. EDT",62215,921,46987,7566,3954,141848,93971,87209,446534
US48,"4/10/2019 11 p.m. EDT",62533,79,44621,7503,3705,130843,89488,87294,428043
US48,"4/11/2019 12 a.m. EDT",58309,61,42800,6999,3292,117177,84287,87903,402831
US48,"4/11/2019 1 a.m. EDT",60099,67,38427,6998,2953,105335,77854,87641,381365
US48,"4/11/2019 2 a.m. EDT",58691,70,34758,7111,2459,96182,74052,87864,363189
US48,"4/11/2019 3 a.m. EDT",57292,63,32109,7066,2375,92823,70455,87984,352063
US48,"4/11/2019 4 a.m. EDT",56885,33,30779,7029,2175,90578,66973,88103,344169
US48,"4/11/2019 5 a.m. EDT",56395,50,30727,7059,2033,92944,65431,88508,344687
US48,"4/11/2019 6 a.m. EDT",56133,49,35020,7200,2131,99352,68460,88963,359026
US48,"4/11/2019 7 a.m. EDT",55998,161,39097,7271,2412,108970,75924,89110,380858
US48,"4/11/2019 8 a.m. EDT",55474,969,41050,7276,3285,116626,84180,89188,399919
US48,"4/11/2019 9 a.m. EDT",53184,2806,41055,7337,3329,122358,89140,89315,410425
US48,"4/11/2019 10 a.m. EDT",51457,7213,42017,7590,3427,126059,89751,89405,418608
US48,"4/11/2019 11 a.m. EDT",51009,15674,41315,7808,3400,126295,88855,89491,425366
US48,"4/11/2019 12 p.m. EDT",52041,18782,39679,7809,3423,127487,88009,89424,428081
US48,"4/11/2019 1 p.m. EDT",51504,22103,38266,7794,3443,130429,88034,89382,432353
US48,"4/11/2019 2 p.m. EDT",52585,21808,38386,7955,3417,132980,87640,89440,435500
US48,"4/11/2019 3 p.m. EDT",51751,20534,39206,8073,3531,137717,87052,89551,438687
US48,"4/11/2019 4 p.m. EDT",51543,19700,39871,8094,3576,139244,87763,89732,441002
US48,"4/11/2019 5 p.m. EDT",51090,18640,41344,8081,3412,141812,89541,89790,444871
US48,"4/11/2019 6 p.m. EDT",50893,14452,42512,8015,3455,144564,91023,89710,445906
US48,"4/11/2019 7 p.m. EDT",49943,10923,44663,8116,3482,145629,90584,89634,444271
US48,"4/11/2019 8 p.m. EDT",48706,8496,46770,7695,3432,147171,92645,89627,445872
US48,"4/11/2019 9 p.m. EDT",46071,4772,48034,7756,3408,149151,94227,89624,444416
US48,"4/11/2019 10 p.m. EDT",43142,730,47532,7838,3740,149207,95389,89508,438569
US48,"4/11/2019 11 p.m. EDT",42427,332,45425,7233,3624,139661,91427,89392,420811
US48,"4/12/2019 12 a.m. EDT",40844,81,42368,7165,3223,127653,87007,88586,399111
US48,"4/12/2019 1 a.m. EDT",40946,38,39403,7210,2635,115103,81374,89200,378388
US48,"4/12/2019 2 a.m. EDT",41782,45,35575,7068,2301,105206,77342,89117,360952
US48,"4/12/2019 3 a.m. EDT",42932,24,32882,7042,2127,100632,72539,89073,348531
US48,"4/12/2019 4 a.m. EDT",40678,21,31573,6897,2059,98995,71382,89109,341694
US48,"4/12/2019 5 a.m. EDT",39664,23,30721,6864,2052,100406,71184,89180,341101
US48,"4/12/2019 6 a.m. EDT",39790,31,32718,7087,2140,106768,75040,89588,354135
US48,"4/12/2019 7 a.m. EDT",41019,114,35660,7230,2616,117232,83096,89611,377788
US48,"4/12/2019 8 a.m. EDT",40367,584,39155,7467,3054,127635,89724,89577,398758
US48,"4/12/2019 9 a.m. EDT",40967,1808,42519,7891,3265,131737,93010,89564,411904
US48,"4/12/2019 10 a.m. EDT",39923,4737,43846,7936,3297,137941,94269,89517,422683
US48,"4/12/2019 11 a.m. EDT",39259,11291,44850,8029,3166,138329,94884,89477,430488
US48,"4/12/2019 12 p.m. EDT",39578,16074,42587,8135,2861,137651,93309,89426,430901
US48,"4/12/2019 1 p.m. EDT",38851,18676,40169,7914,2928,138816,91970,89397,430038
US48,"4/12/2019 2 p.m. EDT",37967,19886,39385,7894,3126,138848,92168,89410,430108
US48,"4/12/2019 3 p.m. EDT",37773,20115,38052,7929,3163,140343,90878,89414,429287
US48,"4/12/2019 4 p.m. EDT",38840,19267,37282,8053,3434,141121,90367,89418,429345
US48,"4/12/2019 5 p.m. EDT",39966,18410,38006,8093,3475,141529,89359,89141,429494
US48,"4/12/2019 6 p.m. EDT",40671,16722,38955,8068,3284,140680,89018,88792,427694
US48,"4/12/2019 7 p.m. EDT",41502,14405,39669,8076,3235,139805,87798,88363,424464
US48,"4/12/2019 8 p.m. EDT",41500,12375,40111,8037,3190,139270,87523,88113,421754
US48,"4/12/2019 9 p.m. EDT",40510,7034,42070,8040,3179,140977,89305,87988,420524
US48,"4/12/2019 10 p.m. EDT",41053,1033,42813,7935,3360,139633,92487,87480,417209
US48,"4/12/2019 11 p.m. EDT",43627,379,41032,7821,3023,130032,90231,87262,404150
US48,"4/13/2019 12 a.m. EDT",47655,28,39489,7574,2901,118136,84480,88310,389485
US48,"4/13/2019 1 a.m. EDT",44939,41,37867,6658,2694,109158,80865,87039,370260
US48,"4/13/2019 2 a.m. EDT",43497,47,35329,6690,2498,102780,77677,87002,356400
US48,"4/13/2019 3 a.m. EDT",42338,42,32989,6629,2326,97250,73182,87028,342699
US48,"4/13/2019 4 a.m. EDT",40847,34,32162,6487,2174,96351,71784,87019,337787
US48,"4/13/2019 5 a.m. EDT",40143,38,30296,6475,2174,95781,70368,87041,334173
US48,"4/13/2019 6 a.m. EDT",40079,38,29742,6665,2184,98101,70937,87137,336642
US48,"4/13/2019 7 a.m. EDT",39458,42,30499,6931,2284,101835,74127,87305,344127
US48,"4/13/2019 8 a.m. EDT",36892,251,32492,7075,2526,107450,78779,87987,355036
US48,"4/13/2019 9 a.m. EDT",36007,1113,36867,7473,2925,113901,82984,87536,370368
US48,"4/13/2019 10 a.m. EDT",35157,4406,38763,7171,4083,120036,87169,87459,385860
US48,"4/13/2019 11 a.m. EDT",35905,12839,38367,7175,4250,120627,89220,87448,397678
US48,"4/13/2019 12 p.m. EDT",37857,18179,37477,7158,4351,119803,88055,87365,402089
US48,"4/13/2019 1 p.m. EDT",39080,20032,36518,8015,3539,121033,87228,87398,404761
US48,"4/13/2019 2 p.m. EDT",39136,20753,35864,7996,3394,120235,86663,87512,403505
US48,"4/13/2019 3 p.m. EDT",40869,20502,35307,8044,3294,120809,85426,87585,403756
US48,"4/13/2019 4 p.m. EDT",41405,20230,34644,8074,3227,122681,84222,87644,404115
US48,"4/13/2019 5 p.m. EDT",41327,19967,34716,8096,3226,123295,83171,87685,403320
US48,"4/13/2019 6 p.m. EDT",41650,18244,35880,8048,3337,124616,83821,87749,405054
US48,"4/13/2019 7 p.m. EDT",42320,16088,37507,8089,3553,124953,83685,87760,405701
US48,"4/13/2019 8 p.m. EDT",41747,12836,40393,8014,3673,127053,84980,87777,408235
US48,"4/13/2019 9 p.m. EDT",40457,7104,41962,7233,4507,130621,85814,87807,407377
US48,"4/13/2019 10 p.m. EDT",39639,1218,41832,7146,4696,132870,88475,87766,405826
US48,"4/13/2019 11 p.m. EDT",37924,610,39759,6987,4484,128328,86922,87556,394414
US48,"4/14/2019 12 a.m. EDT",37750,246,38108,6685,3868,118483,84089,87184,378646
US48,"4/14/2019 1 a.m. EDT",37921,235,36043,6609,2914,111714,78928,87593,364303
US48,"4/14/2019 2 a.m. EDT",37372,231,32863,6497,2646,105194,75348,87530,349989
US48,"4/14/2019 3 a.m. EDT",37892,229,30613,6551,2342,100785,72544,87562,340669
US48,"4/14/2019 4 a.m. EDT",37585,67,29861,6549,2235,98422,71190,86809,333877
US48,"4/14/2019 5 a.m. EDT",37148,28,29962,6530,2217,96410,71176,86437,331013
US48,"4/14/2019 6 a.m. EDT",38366,44,29208,6618,2142,96287,70788,86474,331151
US48,"4/14/2019 7 a.m. EDT",37997,102,30313,6632,2241,99472,71685,86519,336206
US48,"4/14/2019 8 a.m. EDT",37491,442,31884,6806,2319,104671,74564,86810,346246
US48,"4/14/2019 9 a.m. EDT",37794,1270,33604,7317,2363,110574,78787,86858,359877
US48,"4/14/2019 10 a.m. EDT",35418,5043,35605,7744,2695,116548,84091,86789,374996
US48,"4/14/2019 11 a.m. EDT",32074,12682,36045,7868,2838,120284,86489,86785,386269
US48,"4/14/2019 12 p.m. EDT",32517,16682,36196,7890,2974,121956,86835,86721,392906
US48,"4/14/2019 1 p.m. EDT",33178,17141,34446,7727,3061,122816,87253,86857,393650
US48,"4/14/2019 2 p.m. EDT",33855,17861,34654,7721,3080,122769,87257,86958,395240
US48,"4/14/2019 3 p.m. EDT",35835,17698,34375,7878,2999,125737,86472,87052,399178
US48,"4/14/2019 4 p.m. EDT",38513,16818,34110,7953,2871,123741,85625,86993,397781
US48,"4/14/2019 5 p.m. EDT",39476,16143,35221,7835,2773,125495,85491,86812,400415
US48,"4/14/2019 6 p.m. EDT",39992,15616,37205,7774,2864,126689,85147,86660,402970
US48,"4/14/2019 7 p.m. EDT",40379,14944,39409,7751,3012,128543,85520,86723,407461
US48,"4/14/2019 8 p.m. EDT",40327,12199,40570,7683,3262,131745,87585,86663,411157
US48,"4/14/2019 9 p.m. EDT",38759,6615,43491,7584,3370,134834,91245,86148,413116
US48,"4/14/2019 10 p.m. EDT",43293,1131,43390,7521,3398,131356,91153,86236,408497
US48,"4/14/2019 11 p.m. EDT",49244,633,41452,7281,3135,124455,86693,86306,399938
US48,"4/15/2019 12 a.m. EDT",50060,255,39074,6451,3653,110531,78740,87277,377180
US48,"4/15/2019 1 a.m. EDT",52135,90,36052,5874,3356,103755,74990,86182,363719
US48,"4/15/2019 2 a.m. EDT",51664,82,33790,6592,2213,96595,71651,86231,350192
US48,"4/15/2019 3 a.m. EDT",52187,89,31239,6486,2066,92409,67789,86242,339673
US48,"4/15/2019 4 a.m. EDT",51266,98,29924,6481,2078,92368,66206,86168,335640
US48,"4/15/2019 5 a.m. EDT",50539,100,29987,6496,2076,94988,66811,86334,338247
US48,"4/15/2019 6 a.m. EDT",51238,77,33223,6955,2250,100411,71064,86555,352607
US48,"4/15/2019 7 a.m. EDT",52564,150,37719,7334,2686,112883,77414,86561,378123
US48,"4/15/2019 8 a.m. EDT",53894,1058,41121,7662,3279,124542,83271,86586,402220
US48,"4/15/2019 9 a.m. EDT",52234,3099,44204,7823,3595,131055,87577,86691,417110
